platform,brand,product_name,category,price,rating,ram,storage,battery,url
Amazon,Apple,Apple apple-19-neo,Smartphone,54029,4.3,16GB,128GB,5000mAh,https://amazon.com/apple-apple-model-19
Croma,Samsung,Samsung Galaxy M34,Smartphone,30115,4.8,12GB,1TB,5000mAh,https://croma.com/samsung-galaxy-m34
Croma,Vivo,Vivo Vivo V27,Smartphone,40038,5.0,12GB,256GB,4000mAh,https://croma.com/vivo-vivo-v27
Flipkart,Apple,Apple apple-68-fe,Smartphone,57371,5.0,16GB,128GB,6000mAh,https://flipkart.com/apple-apple-model-68
Flipkart,Vivo,Vivo Vivo V27,Smartphone,33407,4.6,12GB,128GB,4500mAh,https://flipkart.com/vivo-vivo-v27
Reliance Digital,Apple,Apple iPhone 13,Smartphone,39090,4.9,16GB,512GB,4000mAh,https://reliancedigital.com/apple-iphone-13
Myntra,Xiaomi,Xiaomi Mi 11X,Smartphone,14373,4.1,8GB,64GB,5500mAh,https://myntra.com/xiaomi-mi-11x
Amazon,Google,Google Pixel 8,Smartphone,73574,3.9,6GB,1TB,5000mAh,https://amazon.com/google-pixel-8
Reliance Digital,Apple,Apple iPhone 11,Smartphone,55775,5.0,8GB,1TB,4000mAh,https://reliancedigital.com/apple-iphone-11
Croma,Vivo,Vivo Vivo V27,Smartphone,12024,4.7,16GB,512GB,4000mAh,https://croma.com/vivo-vivo-v27
Reliance Digital,OnePlus,OnePlus OnePlus Nord CE3,Smartphone,79448,4.2,12GB,512GB,6000mAh,https://reliancedigital.com/oneplus-oneplus-nord-ce3
Croma,Apple,Apple apple-89-edge,Smartphone,67207,4.3,16GB,256GB,5000mAh,https://croma.com/apple-apple-model-89
Myntra,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,26055,4.9,16GB,256GB,4500mAh,https://myntra.com/oneplus-oneplus-nord-2t
Myntra,OnePlus,OnePlus OnePlus Nord CE3,Smartphone,21758,4.5,8GB,256GB,5000mAh,https://myntra.com/oneplus-oneplus-nord-ce3
Flipkart,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,57539,4.9,16GB,512GB,4000mAh,https://flipkart.com/oneplus-oneplus-nord-2t
Amazon,Motorola,Motorola motorola-26-se,Smartphone,35822,3.5,6GB,1TB,5500mAh,https://amazon.com/motorola-motorola-model-26
Flipkart,Samsung,Samsung Galaxy S23,Smartphone,16557,4.3,8GB,256GB,6000mAh,https://flipkart.com/samsung-galaxy-s23
Flipkart,Samsung,Samsung Galaxy M34,Smartphone,14809,4.1,8GB,1TB,4500mAh,https://flipkart.com/samsung-galaxy-m34
Amazon,Oppo,Oppo oppo-80-neo,Smartphone,46826,4.2,8GB,256GB,5500mAh,https://amazon.com/oppo-oppo-model-80
Flipkart,Realme,Realme Realme C55,Smartphone,62953,4.8,16GB,256GB,6000mAh,https://flipkart.com/realme-realme-c55
Reliance Digital,OnePlus,OnePlus OnePlus Nord CE3,Smartphone,61480,5.0,4GB,1TB,4500mAh,https://reliancedigital.com/oneplus-oneplus-nord-ce3
Flipkart,Samsung,Samsung Galaxy S22,Smartphone,31951,5.0,4GB,128GB,5000mAh,https://flipkart.com/samsung-galaxy-s22
Myntra,Oppo,Oppo Oppo A78,Smartphone,78672,4.7,4GB,256GB,5500mAh,https://myntra.com/oppo-oppo-a78
Flipkart,Google,Google google-52-x,Smartphone,48141,4.4,8GB,512GB,5000mAh,https://flipkart.com/google-google-model-52
Myntra,Samsung,Samsung Galaxy A54,Smartphone,25861,4.0,16GB,512GB,6000mAh,https://myntra.com/samsung-galaxy-a54
Croma,Vivo,Vivo Vivo Y36,Smartphone,27171,4.6,6GB,128GB,4500mAh,https://croma.com/vivo-vivo-y36
Reliance Digital,Realme,Realme Realme 10 Pro,Smartphone,71336,4.0,8GB,64GB,5500mAh,https://reliancedigital.com/realme-realme-10-pro
Amazon,Oppo,Oppo Oppo A78,Smartphone,74767,4.0,12GB,64GB,6000mAh,https://amazon.com/oppo-oppo-a78
Amazon,Realme,Realme Realme C55,Smartphone,58252,3.5,16GB,512GB,5000mAh,https://amazon.com/realme-realme-c55
Reliance Digital,Realme,Realme Realme Narzo 60,Smartphone,13898,4.2,12GB,128GB,4500mAh,https://reliancedigital.com/realme-realme-narzo-60
Flipkart,Xiaomi,Xiaomi Poco X5,Smartphone,10101,3.8,12GB,128GB,6000mAh,https://flipkart.com/xiaomi-poco-x5
Croma,OnePlus,OnePlus oneplus-62-x,Smartphone,59167,3.5,16GB,64GB,5000mAh,https://croma.com/oneplus-oneplus-model-62
Myntra,Apple,Apple apple-11-edge,Smartphone,68778,4.4,8GB,256GB,4500mAh,https://myntra.com/apple-apple-model-11
Myntra,Google,Google Pixel 7a,Smartphone,73832,4.8,16GB,512GB,4500mAh,https://myntra.com/google-pixel-7a
Flipkart,Realme,Realme Realme C55,Smartphone,55613,4.3,8GB,128GB,5000mAh,https://flipkart.com/realme-realme-c55
Croma,Samsung,Samsung Galaxy A54,Smartphone,50323,4.6,8GB,512GB,6000mAh,https://croma.com/samsung-galaxy-a54
Croma,Motorola,Motorola Moto G54,Smartphone,46995,3.8,12GB,512GB,4000mAh,https://croma.com/motorola-moto-g54
Flipkart,Realme,Realme Realme Narzo 60,Smartphone,39282,4.9,4GB,64GB,4500mAh,https://flipkart.com/realme-realme-narzo-60
Myntra,Realme,Realme Realme 11 Pro,Smartphone,63168,4.4,4GB,256GB,4500mAh,https://myntra.com/realme-realme-11-pro
Amazon,Google,Google Pixel 6a,Smartphone,26418,4.5,12GB,1TB,4000mAh,https://amazon.com/google-pixel-6a
Reliance Digital,Vivo,Vivo vivo-37-se,Smartphone,26705,4.0,6GB,256GB,4000mAh,https://reliancedigital.com/vivo-vivo-model-37
Croma,Xiaomi,Xiaomi Redmi Note 11,Smartphone,9053,3.6,12GB,128GB,4000mAh,https://croma.com/xiaomi-redmi-note-11
Flipkart,Xiaomi,Xiaomi xiaomi-95-neo,Smartphone,24474,4.1,4GB,1TB,5000mAh,https://flipkart.com/xiaomi-xiaomi-model-95
Amazon,Motorola,Motorola motorola-24-fe,Smartphone,31852,3.7,6GB,64GB,4500mAh,https://amazon.com/motorola-motorola-model-24
Croma,Google,Google google-46-fe,Smartphone,49009,4.3,8GB,256GB,4500mAh,https://croma.com/google-google-model-46
Flipkart,Google,Google google-40-neo,Smartphone,61658,4.8,6GB,256GB,4500mAh,https://flipkart.com/google-google-model-40
Reliance Digital,Oppo,Oppo oppo-85-fe,Smartphone,46299,4.2,12GB,128GB,6000mAh,https://reliancedigital.com/oppo-oppo-model-85
Croma,Vivo,Vivo Vivo Y21,Smartphone,17922,4.6,16GB,512GB,6000mAh,https://croma.com/vivo-vivo-y21
Croma,Motorola,Motorola Moto G54,Smartphone,44301,4.2,6GB,512GB,5000mAh,https://croma.com/motorola-moto-g54
Amazon,Apple,Apple iPhone 15,Smartphone,33945,3.5,6GB,512GB,6000mAh,https://amazon.com/apple-iphone-15
Reliance Digital,Motorola,Motorola Moto Edge 40,Smartphone,18964,4.5,12GB,1TB,6000mAh,https://reliancedigital.com/motorola-moto-edge-40
Amazon,Vivo,Vivo Vivo V29,Smartphone,63568,4.5,6GB,128GB,6000mAh,https://amazon.com/vivo-vivo-v29
Flipkart,Motorola,Motorola motorola-65-neo,Smartphone,12500,4.2,4GB,64GB,4500mAh,https://flipkart.com/motorola-motorola-model-65
Croma,Realme,Realme realme-65-neo,Smartphone,25629,4.3,12GB,512GB,4500mAh,https://croma.com/realme-realme-model-65
Myntra,Xiaomi,Xiaomi Mi 11X,Smartphone,36690,3.6,16GB,64GB,6000mAh,https://myntra.com/xiaomi-mi-11x
Croma,Vivo,Vivo Vivo Y21,Smartphone,78481,4.1,4GB,512GB,5000mAh,https://croma.com/vivo-vivo-y21
Reliance Digital,Google,Google google-87-lite,Smartphone,54952,4.2,12GB,1TB,4500mAh,https://reliancedigital.com/google-google-model-87
Amazon,Realme,Realme Realme 11 Pro,Smartphone,65396,4.3,6GB,128GB,4500mAh,https://amazon.com/realme-realme-11-pro
Croma,Samsung,Samsung samsung-35-x,Smartphone,59435,4.6,12GB,64GB,6000mAh,https://croma.com/samsung-samsung-model-35
Amazon,Google,Google Pixel 7a,Smartphone,30114,3.8,8GB,1TB,5500mAh,https://amazon.com/google-pixel-7a
Amazon,Google,Google google-50-ultra,Smartphone,42249,3.5,6GB,128GB,4500mAh,https://amazon.com/google-google-model-50
Flipkart,Google,Google google-27,Smartphone,53605,4.1,6GB,256GB,6000mAh,https://flipkart.com/google-google-model-27
Croma,Realme,Realme realme-96-max,Smartphone,16930,3.7,16GB,128GB,4500mAh,https://croma.com/realme-realme-model-96
Reliance Digital,Samsung,Samsung samsung-92-fe,Smartphone,52673,4.1,6GB,128GB,4000mAh,https://reliancedigital.com/samsung-samsung-model-92
Amazon,Xiaomi,Xiaomi Redmi Note 11,Smartphone,73225,4.1,16GB,64GB,5500mAh,https://amazon.com/xiaomi-redmi-note-11
Myntra,OnePlus,OnePlus OnePlus 9,Smartphone,78454,4.1,4GB,256GB,4500mAh,https://myntra.com/oneplus-oneplus-9
Reliance Digital,Samsung,Samsung samsung-73-pro,Smartphone,26286,4.4,12GB,512GB,4000mAh,https://reliancedigital.com/samsung-samsung-model-73
Reliance Digital,Vivo,Vivo Vivo Y21,Smartphone,79426,4.1,16GB,128GB,4500mAh,https://reliancedigital.com/vivo-vivo-y21
Amazon,OnePlus,OnePlus OnePlus 11R,Smartphone,53818,4.5,6GB,64GB,6000mAh,https://amazon.com/oneplus-oneplus-11r
Flipkart,Oppo,Oppo oppo-88-se,Smartphone,27186,4.8,16GB,512GB,6000mAh,https://flipkart.com/oppo-oppo-model-88
Amazon,Google,Google Pixel 8,Smartphone,16235,4.6,12GB,64GB,4000mAh,https://amazon.com/google-pixel-8
Reliance Digital,Google,Google Pixel 6a,Smartphone,47342,3.8,6GB,128GB,6000mAh,https://reliancedigital.com/google-pixel-6a
Flipkart,Google,Google Pixel 6a,Smartphone,67427,4.7,8GB,1TB,4000mAh,https://flipkart.com/google-pixel-6a
Amazon,Oppo,Oppo oppo-26-plus,Smartphone,30898,3.7,12GB,64GB,4500mAh,https://amazon.com/oppo-oppo-model-26
Croma,Vivo,Vivo Vivo Y36,Smartphone,46550,4.8,16GB,1TB,5000mAh,https://croma.com/vivo-vivo-y36
Croma,Apple,Apple iPhone 13,Smartphone,67222,4.3,8GB,1TB,5000mAh,https://croma.com/apple-iphone-13
Amazon,Realme,Realme Realme 10 Pro,Smartphone,57076,4.7,4GB,512GB,5500mAh,https://amazon.com/realme-realme-10-pro
Croma,Oppo,Oppo Oppo F21,Smartphone,74992,4.1,16GB,512GB,4500mAh,https://croma.com/oppo-oppo-f21
Reliance Digital,Vivo,Vivo Vivo V29,Smartphone,12079,4.5,4GB,1TB,5500mAh,https://reliancedigital.com/vivo-vivo-v29
Croma,Apple,Apple apple-90-x,Smartphone,75768,4.5,4GB,256GB,4000mAh,https://croma.com/apple-apple-model-90
Flipkart,Google,Google Pixel 7a,Smartphone,64595,4.9,6GB,64GB,6000mAh,https://flipkart.com/google-pixel-7a
Reliance Digital,Apple,Apple iPhone 13,Smartphone,77259,3.9,4GB,128GB,5000mAh,https://reliancedigital.com/apple-iphone-13
Flipkart,Vivo,Vivo Vivo V29,Smartphone,79835,4.2,12GB,256GB,5500mAh,https://flipkart.com/vivo-vivo-v29
Amazon,Vivo,Vivo Vivo Y36,Smartphone,72164,4.9,6GB,128GB,4500mAh,https://amazon.com/vivo-vivo-y36
Amazon,Motorola,Motorola Moto Edge 40,Smartphone,20738,4.8,12GB,256GB,4000mAh,https://amazon.com/motorola-moto-edge-40
Flipkart,Realme,Realme Realme 11 Pro,Smartphone,70378,4.4,12GB,128GB,5500mAh,https://flipkart.com/realme-realme-11-pro
Croma,Realme,Realme Realme 10 Pro,Smartphone,67617,3.7,4GB,128GB,6000mAh,https://croma.com/realme-realme-10-pro
Croma,Vivo,Vivo vivo-80-plus,Smartphone,24164,3.8,12GB,128GB,6000mAh,https://croma.com/vivo-vivo-model-80
Myntra,Oppo,Oppo Oppo F21,Smartphone,63616,4.2,6GB,256GB,5000mAh,https://myntra.com/oppo-oppo-f21
Amazon,Google,Google google-22-max,Smartphone,55622,4.4,8GB,256GB,4500mAh,https://amazon.com/google-google-model-22
Amazon,Samsung,Samsung Galaxy S21,Smartphone,13730,4.1,8GB,128GB,6000mAh,https://amazon.com/samsung-galaxy-s21
Reliance Digital,Realme,Realme Realme C55,Smartphone,63758,4.5,4GB,128GB,5000mAh,https://reliancedigital.com/realme-realme-c55
Reliance Digital,Xiaomi,Xiaomi xiaomi-15-pro,Smartphone,26453,4.3,4GB,256GB,6000mAh,https://reliancedigital.com/xiaomi-xiaomi-model-15
Flipkart,Motorola,Motorola Moto Edge 40,Smartphone,69434,4.7,12GB,128GB,6000mAh,https://flipkart.com/motorola-moto-edge-40
Reliance Digital,Samsung,Samsung Galaxy A54,Smartphone,49460,4.9,16GB,1TB,5500mAh,https://reliancedigital.com/samsung-galaxy-a54
Reliance Digital,Samsung,Samsung samsung-15-neo,Smartphone,42382,4.4,12GB,256GB,4500mAh,https://reliancedigital.com/samsung-samsung-model-15
Croma,Samsung,Samsung samsung-47,Smartphone,40443,4.7,4GB,1TB,5000mAh,https://croma.com/samsung-samsung-model-47
Reliance Digital,Samsung,Samsung Galaxy S21,Smartphone,66211,4.9,6GB,512GB,5500mAh,https://reliancedigital.com/samsung-galaxy-s21
Myntra,Apple,Apple iPhone 12,Smartphone,38330,4.7,4GB,64GB,6000mAh,https://myntra.com/apple-iphone-12
Reliance Digital,Apple,Apple iPhone 13,Smartphone,46146,4.4,6GB,256GB,4000mAh,https://reliancedigital.com/apple-iphone-13
Myntra,OnePlus,OnePlus OnePlus 9,Smartphone,42057,5.0,8GB,128GB,5000mAh,https://myntra.com/oneplus-oneplus-9
Flipkart,Samsung,Samsung Galaxy S23,Smartphone,41502,5.0,4GB,64GB,4500mAh,https://flipkart.com/samsung-galaxy-s23
Myntra,Google,Google google-20-neo,Smartphone,40277,4.4,12GB,512GB,6000mAh,https://myntra.com/google-google-model-20
Myntra,Google,Google Pixel 6a,Smartphone,69648,4.1,6GB,64GB,6000mAh,https://myntra.com/google-pixel-6a
Croma,Samsung,Samsung Galaxy S21,Smartphone,44711,4.8,16GB,1TB,6000mAh,https://croma.com/samsung-galaxy-s21
Amazon,Realme,Realme Realme 10 Pro,Smartphone,73312,4.2,4GB,512GB,5500mAh,https://amazon.com/realme-realme-10-pro
Myntra,Google,Google Pixel 6a,Smartphone,58817,4.4,8GB,1TB,5000mAh,https://myntra.com/google-pixel-6a
Myntra,OnePlus,OnePlus OnePlus 9,Smartphone,71483,4.6,6GB,512GB,4500mAh,https://myntra.com/oneplus-oneplus-9
Reliance Digital,Realme,Realme realme-52-plus,Smartphone,13326,3.5,4GB,512GB,4000mAh,https://reliancedigital.com/realme-realme-model-52
Amazon,Oppo,Oppo Oppo Reno 8,Smartphone,42722,4.7,16GB,64GB,4500mAh,https://amazon.com/oppo-oppo-reno-8
Myntra,OnePlus,OnePlus oneplus-37-plus,Smartphone,49696,3.8,4GB,256GB,5000mAh,https://myntra.com/oneplus-oneplus-model-37
Amazon,Apple,Apple apple-17-fe,Smartphone,65856,4.7,12GB,512GB,6000mAh,https://amazon.com/apple-apple-model-17
Amazon,Google,Google google-85-pro,Smartphone,46481,4.4,16GB,64GB,4000mAh,https://amazon.com/google-google-model-85
Reliance Digital,Realme,Realme realme-57,Smartphone,24790,4.0,16GB,128GB,6000mAh,https://reliancedigital.com/realme-realme-model-57
Croma,Motorola,Motorola motorola-24-se,Smartphone,21260,4.1,16GB,1TB,5500mAh,https://croma.com/motorola-motorola-model-24
Croma,Google,Google google-50-neo,Smartphone,59206,4.4,4GB,1TB,4000mAh,https://croma.com/google-google-model-50
Flipkart,Samsung,Samsung Galaxy S22,Smartphone,70932,4.6,12GB,1TB,4500mAh,https://flipkart.com/samsung-galaxy-s22
Flipkart,Google,Google google-16-fe,Smartphone,58475,4.7,12GB,128GB,6000mAh,https://flipkart.com/google-google-model-16
Amazon,Motorola,Motorola Moto G54,Smartphone,27997,4.6,16GB,256GB,6000mAh,https://amazon.com/motorola-moto-g54
Reliance Digital,Google,Google google-88-lite,Smartphone,38110,4.6,8GB,1TB,5500mAh,https://reliancedigital.com/google-google-model-88
Amazon,Motorola,Motorola motorola-66-pro,Smartphone,19626,3.9,8GB,512GB,6000mAh,https://amazon.com/motorola-motorola-model-66
Amazon,Google,Google google-84,Smartphone,57808,4.7,12GB,256GB,5500mAh,https://amazon.com/google-google-model-84
Reliance Digital,Xiaomi,Xiaomi xiaomi-16-max,Smartphone,22787,3.6,12GB,64GB,4500mAh,https://reliancedigital.com/xiaomi-xiaomi-model-16
Reliance Digital,Apple,Apple iPhone 11,Smartphone,25845,4.6,12GB,1TB,4000mAh,https://reliancedigital.com/apple-iphone-11
Flipkart,Apple,Apple apple-14-se,Smartphone,51776,4.5,4GB,128GB,5500mAh,https://flipkart.com/apple-apple-model-14
Amazon,Samsung,Samsung samsung-57-fe,Smartphone,33827,4.5,4GB,128GB,6000mAh,https://amazon.com/samsung-samsung-model-57
Amazon,Samsung,Samsung Galaxy S21,Smartphone,27551,4.9,4GB,1TB,5500mAh,https://amazon.com/samsung-galaxy-s21
Reliance Digital,OnePlus,OnePlus oneplus-25-fe,Smartphone,39789,4.3,4GB,128GB,5000mAh,https://reliancedigital.com/oneplus-oneplus-model-25
Reliance Digital,Samsung,Samsung Galaxy S22,Smartphone,63566,5.0,4GB,256GB,6000mAh,https://reliancedigital.com/samsung-galaxy-s22
Flipkart,Google,Google Pixel 8,Smartphone,78695,4.7,8GB,1TB,5500mAh,https://flipkart.com/google-pixel-8
Amazon,Motorola,Motorola Moto G54,Smartphone,31921,4.8,16GB,512GB,4000mAh,https://amazon.com/motorola-moto-g54
Flipkart,Oppo,Oppo Oppo Reno 8,Smartphone,48499,4.0,16GB,1TB,6000mAh,https://flipkart.com/oppo-oppo-reno-8
Flipkart,Xiaomi,Xiaomi xiaomi-98-fe,Smartphone,28244,3.8,16GB,256GB,5500mAh,https://flipkart.com/xiaomi-xiaomi-model-98
Reliance Digital,Vivo,Vivo vivo-68-max,Smartphone,22906,4.3,12GB,128GB,5000mAh,https://reliancedigital.com/vivo-vivo-model-68
Myntra,Google,Google Pixel 6a,Smartphone,69822,3.9,16GB,1TB,4000mAh,https://myntra.com/google-pixel-6a
Reliance Digital,Google,Google google-50-fe,Smartphone,49780,4.2,4GB,512GB,4000mAh,https://reliancedigital.com/google-google-model-50
Reliance Digital,OnePlus,OnePlus OnePlus 11R,Smartphone,42129,4.3,8GB,64GB,4500mAh,https://reliancedigital.com/oneplus-oneplus-11r
Amazon,Vivo,Vivo Vivo Y36,Smartphone,13201,4.9,8GB,256GB,5500mAh,https://amazon.com/vivo-vivo-y36
Flipkart,Realme,Realme Realme C55,Smartphone,75928,3.7,12GB,1TB,5500mAh,https://flipkart.com/realme-realme-c55
Croma,Google,Google Pixel 6a,Smartphone,20498,4.1,16GB,64GB,4000mAh,https://croma.com/google-pixel-6a
Amazon,OnePlus,OnePlus OnePlus 11R,Smartphone,73331,3.8,6GB,1TB,5500mAh,https://amazon.com/oneplus-oneplus-11r
Amazon,Google,Google Pixel 6a,Smartphone,49334,4.0,6GB,128GB,6000mAh,https://amazon.com/google-pixel-6a
Flipkart,Realme,Realme realme-81-x,Smartphone,17408,4.0,16GB,256GB,6000mAh,https://flipkart.com/realme-realme-model-81
Reliance Digital,Oppo,Oppo oppo-35-max,Smartphone,40256,3.9,16GB,256GB,5000mAh,https://reliancedigital.com/oppo-oppo-model-35
Croma,Samsung,Samsung samsung-59-ultra,Smartphone,37452,4.2,4GB,64GB,5000mAh,https://croma.com/samsung-samsung-model-59
Reliance Digital,Google,Google Pixel 6a,Smartphone,33027,4.7,4GB,1TB,5000mAh,https://reliancedigital.com/google-pixel-6a
Amazon,Vivo,Vivo vivo-23-lite,Smartphone,25751,4.2,6GB,256GB,5500mAh,https://amazon.com/vivo-vivo-model-23
Amazon,Google,Google Pixel 6a,Smartphone,52685,4.6,16GB,1TB,5500mAh,https://amazon.com/google-pixel-6a
Flipkart,Realme,Realme Realme C55,Smartphone,22941,4.0,8GB,256GB,4500mAh,https://flipkart.com/realme-realme-c55
Flipkart,Realme,Realme realme-33-ultra,Smartphone,21728,3.9,6GB,256GB,6000mAh,https://flipkart.com/realme-realme-model-33
Myntra,Google,Google Pixel 7a,Smartphone,47698,3.9,12GB,128GB,4000mAh,https://myntra.com/google-pixel-7a
Flipkart,Xiaomi,Xiaomi Redmi Note 12,Smartphone,33908,4.8,12GB,256GB,5000mAh,https://flipkart.com/xiaomi-redmi-note-12
Croma,Google,Google google-29-plus,Smartphone,64373,4.6,12GB,256GB,5000mAh,https://croma.com/google-google-model-29
Croma,Realme,Realme Realme Narzo 60,Smartphone,65339,4.3,4GB,512GB,4500mAh,https://croma.com/realme-realme-narzo-60
Myntra,Oppo,Oppo Oppo Reno 8,Smartphone,27329,3.9,8GB,256GB,5000mAh,https://myntra.com/oppo-oppo-reno-8
Croma,Realme,Realme realme-78,Smartphone,12099,3.9,4GB,128GB,4000mAh,https://croma.com/realme-realme-model-78
Myntra,Realme,Realme Realme C55,Smartphone,34912,4.8,12GB,64GB,5500mAh,https://myntra.com/realme-realme-c55
Myntra,Realme,Realme Realme C55,Smartphone,20719,3.6,8GB,1TB,5000mAh,https://myntra.com/realme-realme-c55
Croma,Oppo,Oppo oppo-92-neo,Smartphone,24425,4.3,6GB,512GB,4000mAh,https://croma.com/oppo-oppo-model-92
Croma,Oppo,Oppo oppo-95-se,Smartphone,33494,4.6,8GB,256GB,5000mAh,https://croma.com/oppo-oppo-model-95
Flipkart,Motorola,Motorola motorola-61-se,Smartphone,17019,4.3,16GB,128GB,4000mAh,https://flipkart.com/motorola-motorola-model-61
Flipkart,Motorola,Motorola Moto Edge 40,Smartphone,11885,4.7,6GB,1TB,6000mAh,https://flipkart.com/motorola-moto-edge-40
Amazon,Realme,Realme Realme Narzo 60,Smartphone,75707,4.5,16GB,256GB,6000mAh,https://amazon.com/realme-realme-narzo-60
Flipkart,Realme,Realme realme-47-lite,Smartphone,19053,3.8,8GB,128GB,4000mAh,https://flipkart.com/realme-realme-model-47
Croma,Xiaomi,Xiaomi Redmi Note 12,Smartphone,53542,3.6,8GB,128GB,4500mAh,https://croma.com/xiaomi-redmi-note-12
Myntra,Apple,Apple iPhone 12,Smartphone,76218,4.4,16GB,256GB,6000mAh,https://myntra.com/apple-iphone-12
Myntra,Google,Google Pixel 8,Smartphone,56788,3.6,6GB,512GB,5500mAh,https://myntra.com/google-pixel-8
Croma,Vivo,Vivo Vivo V27,Smartphone,51672,3.5,12GB,128GB,4000mAh,https://croma.com/vivo-vivo-v27
Reliance Digital,Xiaomi,Xiaomi xiaomi-64-pro,Smartphone,15401,3.8,6GB,64GB,4000mAh,https://reliancedigital.com/xiaomi-xiaomi-model-64
Myntra,Oppo,Oppo Oppo F21,Smartphone,73743,4.0,6GB,128GB,4500mAh,https://myntra.com/oppo-oppo-f21
Reliance Digital,Xiaomi,Xiaomi Poco X5,Smartphone,55301,4.7,12GB,128GB,5000mAh,https://reliancedigital.com/xiaomi-poco-x5
Flipkart,Motorola,Motorola motorola-15-lite,Smartphone,17996,4.2,12GB,1TB,4500mAh,https://flipkart.com/motorola-motorola-model-15
Croma,Vivo,Vivo Vivo V29,Smartphone,39821,4.7,12GB,1TB,5500mAh,https://croma.com/vivo-vivo-v29
Reliance Digital,Google,Google Pixel 7a,Smartphone,29681,4.2,8GB,1TB,4500mAh,https://reliancedigital.com/google-pixel-7a
Myntra,Xiaomi,Xiaomi Poco X5,Smartphone,71706,4.3,6GB,512GB,4000mAh,https://myntra.com/xiaomi-poco-x5
Croma,Realme,Realme Realme Narzo 60,Smartphone,33992,3.5,12GB,128GB,6000mAh,https://croma.com/realme-realme-narzo-60
Amazon,Vivo,Vivo Vivo V29,Smartphone,69108,5.0,16GB,1TB,5500mAh,https://amazon.com/vivo-vivo-v29
Flipkart,Google,Google Pixel 8,Smartphone,12379,3.9,4GB,1TB,6000mAh,https://flipkart.com/google-pixel-8
Myntra,Apple,Apple iPhone 11,Smartphone,13957,4.5,12GB,1TB,5000mAh,https://myntra.com/apple-iphone-11
Flipkart,OnePlus,OnePlus OnePlus Nord CE3,Smartphone,40670,4.4,8GB,256GB,4500mAh,https://flipkart.com/oneplus-oneplus-nord-ce3
Amazon,Vivo,Vivo vivo-11-edge,Smartphone,33379,4.2,16GB,64GB,4000mAh,https://amazon.com/vivo-vivo-model-11
Amazon,Realme,Realme realme-57,Smartphone,16645,4.4,16GB,64GB,4000mAh,https://amazon.com/realme-realme-model-57
Amazon,Oppo,Oppo Oppo A78,Smartphone,11302,3.5,8GB,128GB,5500mAh,https://amazon.com/oppo-oppo-a78
Reliance Digital,OnePlus,OnePlus oneplus-89-neo,Smartphone,22836,4.4,12GB,128GB,5000mAh,https://reliancedigital.com/oneplus-oneplus-model-89
Croma,Samsung,Samsung Galaxy S22,Smartphone,67692,3.9,16GB,64GB,5000mAh,https://croma.com/samsung-galaxy-s22
Reliance Digital,Apple,Apple iPhone 13,Smartphone,22177,4.2,16GB,1TB,4000mAh,https://reliancedigital.com/apple-iphone-13
Reliance Digital,Oppo,Oppo Oppo F21,Smartphone,61023,3.9,6GB,64GB,5000mAh,https://reliancedigital.com/oppo-oppo-f21
Reliance Digital,Samsung,Samsung Galaxy S21,Smartphone,44376,3.6,16GB,64GB,5000mAh,https://reliancedigital.com/samsung-galaxy-s21
Amazon,Motorola,Motorola motorola-19-pro,Smartphone,21181,3.6,16GB,512GB,4500mAh,https://amazon.com/motorola-motorola-model-19
Croma,Xiaomi,Xiaomi xiaomi-56-lite,Smartphone,24309,3.7,6GB,64GB,5000mAh,https://croma.com/xiaomi-xiaomi-model-56
Flipkart,Google,Google Pixel 7a,Smartphone,35992,5.0,16GB,512GB,5000mAh,https://flipkart.com/google-pixel-7a
Croma,Samsung,Samsung Galaxy S22,Smartphone,34894,4.9,12GB,64GB,5500mAh,https://croma.com/samsung-galaxy-s22
Croma,Realme,Realme realme-59-x,Smartphone,19696,4.0,6GB,512GB,5000mAh,https://croma.com/realme-realme-model-59
Flipkart,Google,Google google-18-se,Smartphone,60298,4.4,16GB,128GB,6000mAh,https://flipkart.com/google-google-model-18
